"Name","Price","ProducerName","MPN","RamType","Size","Clock","Sticks","ProductPage"
"HyperX Fury blue DDR3-1866 CL10",30.44,"HyperX","HX318C10F/4","DDR3-1866","4 GB",1866,1,"https://www.amazon.ca/dp/B00J8E91BI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury blue DDR3-1866 CL10",68.19,"HyperX","HX318C10FK2/8","DDR3-1866","8 GB",1866,2,"https://www.amazon.ca/dp/B00T8M8JGI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury blue DDR3-1866 CL10",72.53,"HyperX","HX318C10F/8","DDR3-1866","8 GB",1866,1,"https://www.amazon.ca/dp/B00J8E91UO?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury blue DDR3-1866 CL10",100.81,"HyperX","HX318C10FK2/16","DDR3-1866","16 GB",1866,2,"https://www.amazon.ca/dp/B00J8E910Y?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury red DDR3-1600 CL10",73.98,"HyperX","HX316C10FR/8","DDR3-1600","8 GB",1600,1,"https://www.amazon.ca/dp/B00J8E90NW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury red DDR3-1600 CL10",89.21,"HyperX","HX316C10FRK2/16","DDR3-1600","16 GB",1600,2,"https://www.amazon.ca/dp/B00J8E90WS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury red DDR3-1600 CL10",106.91,"HyperX","HX316C10FRK2/8","DDR3-1600","8 GB",1600,2,"https://www.amazon.ca/dp/B00J8E92C6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury red DDR3-1866 CL10",39.95,"HyperX","HX318C10FR/4","DDR3-1866","4 GB",1866,1,"https://www.amazon.ca/dp/B00J8E8YNE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury red DDR3-1866 CL10",67.32,"HyperX","HX318C10FR/8","DDR3-1866","8 GB",1866,1,"https://www.amazon.ca/dp/B00J8E91H2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury red DDR3-1866 CL10",103.64,"HyperX","HX318C10FRK2/8","DDR3-1866","8 GB",1866,2,"https://www.amazon.ca/dp/B00J8E9014?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury red DDR3-1866 CL10",110.93,"HyperX","HX318C10FRK2/16","DDR3-1866","16 GB",1866,2,"https://www.amazon.ca/dp/B00J8E8ZOC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury black DDR3-1600 CL10",40.61,"HyperX","HX316C10FB/4","DDR3-1600","4 GB",1600,1,"https://www.amazon.ca/dp/B00J8E8ZWY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury black DDR3-1600 CL10",46.41,"HyperX","HX316C10FBK2/8","DDR3-1600","8 GB",1600,2,"https://www.amazon.ca/dp/B00J8E93G6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury black DDR3-1600 CL10",64.75,"HyperX","HX316C10FB/8","DDR3-1600","8 GB",1600,1,"https://www.amazon.ca/dp/B00J8E9334?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury black DDR3-1600 CL10",98.22,"HyperX","HX316C10FBK2/16","DDR3-1600","16 GB",1600,2,"https://www.amazon.ca/dp/B00J8E8XT4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury black DDR3-1866 CL10",31.58,"HyperX","HX318C10FB/4","DDR3-1866","4 GB",1866,1,"https://www.amazon.ca/dp/B00J8E8Z06?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury black DDR3-1866 CL10",55.5,"HyperX","HX318C10FBK2/8","DDR3-1866","8 GB",1866,2,"https://www.amazon.ca/dp/B00J8E90I2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury black DDR3-1866 CL10",65.28,"HyperX","HX318C10FB/8","DDR3-1866","8 GB",1866,1,"https://www.amazon.ca/dp/B00J8E92I0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury black DDR3-1866 CL10",97.19,"HyperX","HX318C10FBK2/16","DDR3-1866","16 GB",1866,2,"https://www.amazon.ca/dp/B00J8E8Y5C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury black DDR4-2133 CL14",0,"HyperX","HX421C14FBK4/32","DDR4-2133","32 GB",2133,4,""
"HyperX Fury black DDR4-2133 CL14",0,"HyperX","HX421C14FB/8","DDR4-2133","8 GB",2133,1,""
"HyperX Fury black DDR4-2133 CL14",44.22,"HyperX","HX421C14FB/4","DDR4-2133","4 GB",2133,1,"https://www.amazon.ca/Kingston-HyperX-2133MHz-Non-ECC-HX421C14FB/dp/B00TY6A2Z4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00TY6A2Z4"
"HyperX Fury black DDR4-2133 CL14",87.53,"HyperX","HX421C14FBK4/16","DDR4-2133","16 GB",2133,4,"https://www.amazon.ca/Kingston-HyperX-2133MHz-HX421C14FBK4-16/dp/B00TPQPURI?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00TPQPURI"
"HyperX Fury black DDR4-2133 CL14",132.05,"HyperX","HX421C14FB2K2/16","DDR4-2133","16 GB",2133,2,"https://www.amazon.ca/HyperX-2133MHz-PC42133-HX421C14FB2K2-16/dp/B01HI14AZ4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HI14AZ4"
"HyperX Fury black DDR4-2400 CL15",0,"HyperX","HX424C15FBK4/32","DDR4-2400","32 GB",2400,4,""
"HyperX Fury black DDR4-2666 CL15",0,"HyperX","HX426C15FBK4/16","DDR4-2666","16 GB",2666,4,""
"HyperX Fury Series",0,"Kingston","HX432C18FB2K2/16","DDR4-3200","16 GB",3200,2,""
"HyperX Fury Series, DDR4-2666, CL15 - 16 GB Kit",0,"HyperX","HX426C15FBK2/16","DDR4-2666","16 GB",2666,2,""
"HyperX Fury Series, DDR4-2666, CL15 - 32 GB Kit",0,"HyperX","HX426C15FBK4/32","DDR4-2666","32 GB",2666,4,""
"HyperX Fury white DDR3-1600 CL10",39.33,"HyperX","HX316C10FW/4","DDR3-1600","4 GB",1600,1,"https://www.amazon.ca/dp/B00J8E8Z42?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury white DDR3-1600 CL10",46.25,"HyperX","HX316C10FW/8","DDR3-1600","8 GB",1600,1,"https://www.amazon.ca/dp/B00J8E8ZMY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury white DDR3-1600 CL10",70.17,"HyperX","HX316C10FWK2/8","DDR3-1600","8 GB",1600,2,"https://www.amazon.ca/dp/B00J8E92X0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury white DDR3-1600 CL10",97.53,"HyperX","HX316C10FWK2/16","DDR3-1600","16 GB",1600,2,"https://www.amazon.ca/dp/B00J8E8ZA6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury white DDR3-1866 CL10",28,"HyperX","HX318C10FW/4","DDR3-1866","4 GB",1866,1,"https://www.amazon.ca/dp/B00J8E9398?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury white DDR3-1866 CL10",63.69,"HyperX","HX318C10FW/8","DDR3-1866","8 GB",1866,1,"https://www.amazon.ca/dp/B00J8E913Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Fury white DDR3-1866 CL10",104.43,"HyperX","HX318C10FWK2/8","DDR3-1866","8 GB",1866,2,"https://www.amazon.ca/dp/B00J8E91T0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Predator DDR3-1866 CL9",0,"HyperX","HX318C9PB3K4/32","DDR3-1866","32 GB",1866,4,""
"HyperX Predator DDR3-1866 CL9",0,"HyperX","HX318C9PB3K2/16","DDR3-1866","16 GB",1866,2,""
"HyperX Predator DDR3-1866 CL9",0,"HyperX","HX318C9PB3K2/8","DDR3-1866","8 GB",1866,2,""
"HyperX Predator DDR4-3000 CL15",160.34,"HyperX","HX430C15PB3K2/32","DDR4-3000","32 GB",3000,1,"https://www.amazon.ca/dp/B01GCWQ6AM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Predator DDR4-3000 CL15",196.5,"HyperX","HX430C15PB3K4/32","DDR4-3000","32 GB",3000,4,"https://www.amazon.ca/dp/B01GCWQ5M6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Predator DDR4-3200 CL16",83.52,"HyperX","HX432C16PB3K2/16","DDR4-3200","16 GB",3200,2,"https://www.amazon.ca/dp/B01GCWQ8VO?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"HyperX Savage DDR4-2666 CL15",0,"HyperX","HX426C15SBK8/128","DDR4-2666","128 GB",2666,1,""
"HyperX Savage red DDR3-1600 CL9",0,"HyperX","HX316C9SRK4/32","DDR3-1600","32 GB",1600,4,""
"HyperX Savage red DDR3-1866 CL9",0,"HyperX","HX318C9SRK4/32","DDR3-1866","32 GB",1866,4,""
"HyperX Savage red DDR3-1866 CL9",0,"HyperX","HX318C9SRK2/8","DDR3-1866","8 GB",1866,2,""
"HyperX Savage red DDR3-1866 CL9",0,"HyperX","HX318C9SR/4","DDR3-1866","4 GB",1866,1,""
"HyperX Savage red DDR3-1866 CL9",158.12,"HyperX","HX318C9SRK2/16","DDR3-1866","16 GB",1866,2,"https://www.amazon.ca/StarTech-Switch-Switching-Technology-SV231USBDDM/dp/B00NIX4ELC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00NIX4ELC"
"HyperX Savage black DDR4-2133 CL13",0,"HyperX","HX421C13SB/8","DDR4-2133","8 GB",2133,1,""
"HyperX Savage black DDR4-2133 CL13",0,"HyperX","HX421C13SB/4","DDR4-2133","4 GB",2133,1,""
"HyperX Savage black DDR4-2400 CL12 XMP",0,"HyperX","HX424C12SB2K4/32","DDR4-2400","32 GB",2400,4,""
"HyperX Savage black DDR4-2400 CL12 XMP",0,"HyperX","HX424C12SB2K2/16","DDR4-2400","16 GB",2400,2,""
"HyperX Savage black DDR4-2400 CL12 XMP",0,"HyperX","HX424C12SB2/8","DDR4-2400","8 GB",2400,1,""
"HyperX Savage black DDR4-2400 CL12 XMP",0,"HyperX","HX424C12SB2/4","DDR4-2400","4 GB",2400,1,""
"HyperX Savage black DDR4-2400 CL12 XMP",0,"HyperX","HX424C12SB2K2/8","DDR4-2400","8 GB",2400,2,""
"HyperX Savage black DDR4-2666 CL13 XMP",0,"HyperX","HX426C13SB2K2/8","DDR4-2666","8 GB",2666,2,""
"INNO3D iChill Memory",0,"INNO3D","RCX2-16G3200A","DDR4-3200","16 GB",3200,2,""
"INNO3D iChill Memory",0,"INNO3D","RCX2-16G3600A","DDR4-3600","16 GB",3600,2,""
"Intenso Desktop Pro DDR4-2133 CL15",0,"Intenso",5641160,"DDR4-2133","8 GB",2133,1,""
"Kingston Fury Beast",70.99,"Kingston","KF548C38BB-16","DDR5-4800","16 GB",4800,1,"https://www.amazon.ca/dp/B09KCMKL9Z?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Kingston Fury Beast",105.9,"Kingston","KF548C38BBK2-32","DDR5-4800","32 GB",4800,2,"https://www.amazon.ca/dp/B09KCLWW2K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Kingston Fury Beast Black",63.09,"Kingston","KF552C40BB-16","DDR5-5200","16 GB",5200,1,"https://www.amazon.ca/dp/B09KCM59ZK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Kingston Fury Beast Black",116.05,"Kingston","KF552C40BBK2-32","DDR5-5200","32 GB",5200,1,"https://www.amazon.ca/dp/B09KCLP63B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Kingston Value DDR3-1600 CL11",29.01,"Kingston","KVR16N11S8/4","DDR3-1600","4 GB",1600,1,"https://www.amazon.ca/dp/B008CP5QR2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Kingston Value DDR4-2133 CL15",0,"Kingston","KVR21N15D8/16","DDR4-2133","16 GB",2133,1,""
"Kingston Value DDR4-2133 CL15 kit",0,"Kingston","KVR21N15D8K2/32","DDR4-2133","32 GB",2133,1,""
"Kingston Value DDR4-2133 CL15 reg. ECC",0,"Kingston","KVR21R15D4/32","DDR4-2133","32 GB",2133,1,""
"Kingston Value DDR4-2133 CL15",0,"Kingston","KVR21N15D8/8","DDR4-2133","8 GB",2133,1,""
"Kingston Value DDR4-2400 CL17",42.7,"Kingston","KVR24N17S8/8","DDR4-2400","8 GB",2400,1,"https://www.amazon.ca/dp/B01GCWQGIY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Kingston Value DDR4-2400 CL17",70.3,"Kingston","KVR24N17D8/16","DDR4-2400","16 GB",2400,1,"https://www.amazon.ca/dp/B01GCWQEOK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Kingston Value DDR3-1600 CL11",51.76,"Kingston","KVR16N11/8","DDR3-1600","8 GB",1600,1,"https://www.amazon.ca/dp/B0089JIDLC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Kingston Value DDR3-1600 CL11",115,"Kingston","KVR16N11K2/16","DDR3-1600","16 GB",1600,2,"https://www.amazon.ca/dp/B008C4LITS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Kingston Value DDR3-1600 CL11 ECC Modul",0,"Kingston","KVR16E11/8","DDR3-1600","8 GB",1600,1,""
"Kingston Value DDR4-2133 CL15",0,"Kingston","KVR21N15D8K2/16","DDR4-2133","16 GB",2133,2,""
"Kingston ValueRAM",157.25,"Kingston","KVR48U40BS8-16","DDR5-4800","16 GB",4800,1,"https://www.amazon.ca/dp/B09KMD4BR4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Kingston ValueRAM",330.18,"Kingston","KVR48U40BS8K2-32","DDR5-4800","32 GB",4800,2,"https://www.amazon.ca/dp/B09KMD1JW8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Team Group Dark Pro Series grey, DDR4-3200, CL16 - 8 GB Kit",0,"Team Group","TDPGD48G3200HC16ADC01","DDR4-3200","8 GB",3200,2,""
"Team Group Dark Pro Series red, DDR4-3000, CL15 - 16 GB Kit",0,"Team Group","TDPRD416G3000HC15ADC01","DDR4-3000","16 GB",3000,2,""
"Team Group Dark Pro Series red, DDR4-3000, CL15 - 8 GB Kit",0,"Team Group","TDPRD48G3000HC15ADC01","DDR4-3000","8 GB",3000,2,""
"Team Group Dark Pro Series red, DDR4-3200, CL16 - 8 GB Kit",0,"Team Group","TDPRD48G3200HC16ADC01","DDR4-3200","8 GB",3200,2,""
"Team Group Dark Series blue, DDR4-2666, CL15 - 16 GB Kit",0,"Team Group","TDBED416G2666HC15AQC01","DDR4-2666","16 GB",2666,4,""
"Team Group Dark Series white, DDR4-3000, CL16 - 16 GB Kit",0,"Team Group","TDWED416G3000HC16AQC01","DDR4-3000","16 GB",3000,4,""
"Team Group Elite Plus Series black, DDR4-2133, CL15 - 16 GB Kit",0,"Team Group","TPD416G2133HC15DC01","DDR4-2133","16 GB",2133,2,""
"Team Group Elite Plus Series black, DDR4-2400, CL16 - 8 GB",0,"Team Group","TPKD48G2400HC1601","DDR4-2400","8 GB",2400,1,""
"Team Group T-Force Dark grey, DDR4-3000, CL16 - 16 GB Kit",0,"Team Group","TDGED416G3000HC16CDC01","DDR4-3000","16 GB",3000,2,""
"Team Group T-Force Dark red, DDR4-3000, CL16 - 16 GB Kit",0,"Team Group","TDRED416G3000HC16CDC01","DDR4-3000","16 GB",3000,2,""
"Team Group T-Force Nighthawk",0,"Team Group","THBD416G3200HC16CDC01","DDR4-3200","16 GB",3200,2,""
"Team Group T-Force Nighthawk, blaue LED, DDR4-3000, CL16 - 16 GB Kit",0,"Team Group","THBD416G3000HC16CDC01","DDR4-3000","16 GB",3000,2,""
"Team Group T-Force Nighthawk, blaue LED, DDR4-3200, CL16 - 32 GB Kit",0,"Team Group","THBD432G3200HC16CDC01","DDR4-3200","32 GB",3200,2,""
"Team Group T-Force Nighthawk, rote LED, DDR4-3000, CL16 - 16 GB Kit",0,"Team Group","THRD416G3000HC16CDC01","DDR4-3000","16 GB",3000,2,""
"Team Group T-Force Nighthawk, rote LED, DDR4-3200, CL16 - 16 GB Kit",0,"Team Group","THRD416G3200HC16CDC01","DDR4-3200","16 GB",3200,2,""
"Team Group T-Force Nighthawk, rote LED, DDR4-3200, CL16 - 32 GB Kit",0,"Team Group","THRD432G3200HC16CDC01","DDR4-3200","32 GB",3200,2,""
"Team Group T-Force Nighthawk, weiße LED, DDR4-3000, CL16 - 16 GB Kit",0,"Team Group","THWD416G3000HC16CDC01","DDR4-3000","16 GB",3000,2,""
"Team Group T-Force Nighthawk, weiße LED, DDR4-3200, CL16 - 32 GB Kit",0,"Team Group","THWD432G3200HC16CDC01","DDR4-3200","32 GB",3200,2,""
"Team Group Vulcan Series Gold, DDR4-3000, CL16 - 32 GB Kit",0,"Team Group","TLYED432G3000HC16AQC01","DDR4-3000","32 GB",3000,4,""
"Team Group Vulcan Series white, DDR4-3000, CL16 - 16 GB Kit",0,"Team Group","TLWED416G3000HC16AQC01","DDR4-3000","16 GB",3000,4,""
"Thermaltake Toughram RGB DDR4-3200 CL16 - 16 GB Dual-Kit",96.83,"Thermaltake","R009D408GX2-3200C16A","DDR4-3200","16 GB",3200,2,"https://www.amazon.ca/Thermaltake-TOUGHRAM-Motherboard-Syncable-R009D408GX2-3200C16A/dp/B07XVZHHXS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07XVZHHXS"
"Thermaltake Toughram RGB DDR4-3600 CL18 - 16 GB Dual-Kit",107.5,"Thermaltake","R009D408GX2-3600C18B","DDR4-3600","16 GB",3600,2,"https://www.amazon.ca/Thermaltake-TOUGHRAM-Motherboard-Syncable-R009D408GX2-3600C18B/dp/B07XVZWQLQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07XVZWQLQ"
"ADATA Premier Series DDR3-1600 CL11",0,"Adata","AD3U1600W4G11-B","DDR3-1600","4 GB",1600,1,""
"ADATA Premier Series DDR3-1600 CL11",67.87,"Adata","AD3U1600W8G11-R","DDR3-1600","8 GB",1600,1,"https://www.amazon.ca/-DATA-Premier-1600Mhz-Desktop-AD3U1600W8G11-R/dp/B007UHFW2W?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B007UHFW2W"
"ADATA XPC V1.0 DDR3-1600 CL9",0,"Adata","AX3U1600W8G9-DB","DDR3-1600","16 GB",1600,2,""
"ADATA XPC V1.0 DDR3-1600 CL9",75.82,"Adata","AX3U1600W4G9-DB","DDR3-1600","8 GB",1600,2,"https://www.amazon.ca/ADATA-USA-1600MHZ-12800-AX3U1600W4G9-DB/dp/B00F902ON2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00F902ON2"
"ADATA XPG Gammix D10",0,"ADATA","AX4U300038G16-DRG","DDR4-3000","16 GB",3000,2,""
"ADATA XPG Gammix D10",0,"ADATA","AX4U2666316G16-DBG","DDR4-2666","32 GB",2666,2,""
"ADATA XPG Gammix D10",0,"ADATA","AX4U300038G16-SBG","DDR4-3000","8 GB",3000,1,""
"ADATA XPG Gammix D10",0,"ADATA","AX4U3000316G16-SBG","DDR4-3000","16 GB",3000,1,""
"ADATA XPG Gammix D10",0,"ADATA","AX4U266638G16-DRG","DDR4-2666","16 GB",2666,2,""
"ADATA XPG Gammix D10",0,"ADATA","AX4U240038G16-DRG","DDR4-2400","16 GB",2400,2,""
"ADATA XPG Gammix D10",0,"ADATA","AX4U240038G16-SBG","DDR4-2400","8 GB",2400,1,""
"ADATA XPG Gammix D10",0,"ADATA","AX4U2400316G16-DBG","DDR4-2400","32 GB",2400,2,""
"ADATA XPG Gammix D10",80.53,"ADATA","AX4U266638G16-DBG","DDR4-2666","16 GB",2666,2,"https://www.amazon.ca/dp/B074RNY5DB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"ADATA XPG Spectrix D40 RGB",0,"ADATA","AX4U300038G16-DRS","DDR4-3000","16 GB",3000,2,""
"ADATA XPG Spectrix D50 Xtreme",0,"ADATA","AX4U500038G19M-DGM50X","DDR4-5000","16 GB",5000,2,""
"ADATA XPG Spectrix D50 Xtreme",0,"ADATA","AX4U480038G19K-DGM50X","DDR4-4800","16 GB",4800,2,""
"ADATA XPG Spectrix D80 red",0,"ADATA","AX4U300038G16-DR80","DDR4-3000","16 GB",3000,2,""
"ADATA XPG Spectrix D80 red",0,"ADATA","AX4U3000316G16-DR80","DDR4-3000","32 GB",3000,2,""
"ADATA XPG Spectrix D80 black",0,"ADATA","AX4U3000316G16-DB80","DDR4-3000","32 GB",3000,2,""
"ADATA XPG Spectrix D80 black",0,"ADATA","AX4U300038G16-DB80","DDR4-3000","16 GB",3000,2,""
"ADATA XPG Spectrix RGB D41 grey",0,"ADATA","AX4U3000316G16-DT41","DDR4-3000","32 GB",3000,2,""
"ADATA XPG Spectrix RGB D41 grey",96.93,"ADATA","AX4U300038G16-DT41","DDR4-3000","16 GB",3000,2,"https://www.amazon.ca/dp/B07CQ9NG46?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"ADATA XPG Spectrix RGB D41 red",0,"ADATA","AX4U300038G16-DR41","DDR4-3000","16 GB",3000,2,""
"ADATA XPG Spectrix RGB D60G grey",0,"ADATA","AX4U300038G16-DT60","DDR4-3000","16 GB",3000,2,""
"Avexir Blitz Series, rote LED, DDR4-3200, CL16 - 16 GB Kit",0,"Avexir","AVD4UZ132001604G-4BZ1RR","DDR4-3200","16 GB",3200,4,""
"Avexir Core Series, blaue LED, DDR4-2400, CL16 - 4 GB",0,"Avexir","AVD4UZ124001604G-1COB","DDR4-2400","4 GB",2400,1,""
"Avexir Core Series, grüne LED, DDR4-2400, CL16 - 4 GB",0,"Avexir","AVD4UZ124001604G-1COG","DDR4-2400","4 GB",2400,1,""
"Avexir Core Series, rote LED, DDR4-2400, CL16 - 16 GB Kit",0,"Avexir","AVD4UZ124001608G-2COR","DDR4-2400","16 GB",2400,2,""
"Avexir Core Series, rote LED, DDR4-2400, CL16 - 16 GB Kit",0,"Avexir","AVD4UZ124001604G-4COR","DDR4-2400","16 GB",2400,4,""
"Avexir Core Series, weiße LED, DDR4-2400, CL16 - 16 GB Kit",0,"Avexir","AVD4UZ124001608G-2COW","DDR4-2400","16 GB",2400,2,""
"Avexir Core Series, weiße LED, DDR4-2400, CL16 - 4 GB",0,"Avexir","AVD4UZ124001604G-1COW","DDR4-2400","4 GB",2400,1,""
"Ballistix Elite DDR4-2666 CL16",0,"Ballistix","BLE4G4D26AFEA","DDR4-2666","4 GB",2666,1,""
"Ballistix Sport DDR3-1600 CL9",0,"Ballistix","BLS2CP4G3D1609DS1S00","DDR3-1600","8 GB",1600,2,""
"Ballistix Tactical DDR4-3000 CL15",28.35,"Ballistix","BLT8G4D30AETA","DDR4-3000","8 GB",3000,1,"https://www.amazon.ca/dp/B01GZ1SPK4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair 16GB",57,"Corsair","CMV16GX4M1A2133C15","DDR4-2133","16 GB",2133,1,"https://www.amazon.ca/dp/B0123ZCD36?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair 16GB",62.38,"Corsair","CMV16GX4M1A2400C16","DDR4-2400","16 GB",2400,1,"https://www.amazon.ca/dp/B06XYNCBB8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Corsair 1GB DDR Memory",0,"Corsair","VS1GB333","DDR1-333","1 GB",333,1,""
"Corsair 1GB DDR Memory",33.66,"Corsair","VS1GB400C3","DDR1-400","1 GB",400,1,"https://www.amazon.ca/Corsair-PC-3200-184-pin-Desktop-VS1GB400C3/dp/B0006ITZF2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0006ITZF2"
"Corsair 1GB DDR2 Memory",17.97,"Corsair","VS1GB667D2","DDR2-667","1 GB",667,1,"https://www.amazon.ca/Corsair-1x1GB-Desktop-Memory-VS1GB667D2/dp/B000A1GWQU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000A1GWQU"
"Corsair 1GB DDR2 Memory",22.94,"Corsair","VS1GB533D2","DDR2-533","1 GB",533,1,"https://www.amazon.ca/Corsair-VS1GB533D2-PC2-4200-240-pin-Desktop/dp/B0006ITZES?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0006ITZES"
"Corsair 1GB Dual Channel DDR Memory Kit",0,"Corsair","VS1GBKIT400","DDR1-400","1 GB",400,2,""
"Corsair 2GB DDR2 Memory",30.2,"Corsair","VS2GB800D2","DDR2-800","2 GB",800,1,"https://www.amazon.ca/Corsair-Ddr2-2gb-800-Dimm/dp/B0027A632U?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0027A632U"
"Corsair 2GB Dual Channel DDR Memory Kit",44.9,"Corsair","VS2GBKIT400C3","DDR1-400","2 GB",400,2,"https://www.amazon.ca/Corsair-Memory-VS2GBKIT400C3-184-Pin-Desktop/dp/B0009W7OJO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0009W7OJO"
"Corsair 2GB Dual Channel DDR2 Memory Kit",32.41,"Corsair","VS2GBKIT533D2","DDR2-533","2 GB",533,2,"https://www.amazon.ca/Corsair-VS2GBKIT533D2-PC2-4200-240-pin-Channel/dp/B00069BVIK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00069BVIK"
"Corsair 8GB",42.06,"Corsair","CMV8GX3M2A1600C11","DDR3-1600","8 GB",1600,2,"https://www.amazon.ca/Corsair-240-Pin-1600Mhz-Desktop-CMV8GX3M2A1600C11/dp/B009CIM9X2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B009CIM9X2"
"Corsair 8GB",47.14,"Corsair","CMV8GX4M1A2400C16","DDR4-2400","8 GB",2400,1,"https://www.amazon.ca/dp/B06XY8Z2NC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
